parent_asin,avg_rating,review_count,credibility_score,themes,summary,formatted_summary
B000GBID20,3.278688525,61,1,"Quality (10), Value (34), Delivery (2), Usability (27)","Precision from Oral B is great, but the Oral B Sonic is junk. It buzzed but never seemed to clean better than a regular toothbrush and then broke after 3 months. 110 Volt Model isn't as good as the 220V model.","Based on 61 verified reviews (avg rating 3.3/5, credibility 1.00): Precision from Oral B is great, but the Oral B Sonic is junk. It buzzed but never seemed to clean better than a regular toothbrush and then broke after 3 months. 110 Volt Model isn't as good as the 220V model."
B000GBMYC0,4.414448669,526,1,"Quality (35), Value (118), Delivery (45), Content (4), Usability (115)","The foil and cutter block were exactly as described, however Amazon shipped  Customer service had trouble expalining this occurrence and the situation had to be escalated to a customer service supervisor. The original blades stayed sharp for about 5 years. The replacement was dull in 6 months.","Based on 526 verified reviews (avg rating 4.4/5, credibility 1.00): The foil and cutter block were exactly as described, however Amazon shipped  Customer service had trouble expalining this occurrence and the situation had to be escalated to a customer service supervisor. The original blades stayed sharp for about 5 years. The replacement was dull in 6 months."
B000GCNE2I,4.525,40,1,"Value (2), Delivery (1), Content (1), Usability (18)","Sayman's Salve is a very old-time remedy. It cleared up the rash and takes the redness out of any burn instantly. It is kind of greasy, but worth the trouble since it works so well.","Based on 40 verified reviews (avg rating 4.5/5, credibility 1.00): Sayman's Salve is a very old-time remedy. It cleared up the rash and takes the redness out of any burn instantly. It is kind of greasy, but worth the trouble since it works so well."
B000GCVVWI,4.379310345,58,1,"Quality (3), Value (1), Delivery (1), Usability (10)",Palmers pressing oil is awesome and gives you're hair great luster and shine without weighing it down. A little to heavy for   But I like the smell and I can use it if I don't put too much on.,"Based on 58 verified reviews (avg rating 4.4/5, credibility 1.00): Palmers pressing oil is awesome and gives you're hair great luster and shine without weighing it down. A little to heavy for   But I like the smell and I can use it if I don't put too much on."
B000H9E80W,4.76,25,1,"Value (10), Delivery (4), Content (1), Usability (36)",Dispenser set is a wonderful product. The installation was quick and pain free. Easy to install and in  This product won't ruin your hands like other sanitizers. Price is excellent on this kit and refills by the case are cheaper too.,"Based on 25 verified reviews (avg rating 4.8/5, credibility 1.00): Dispenser set is a wonderful product. The installation was quick and pain free. Easy to install and in  This product won't ruin your hands like other sanitizers. Price is excellent on this kit and refills by the case are cheaper too."
B000HHANVW,4.153846154,39,1,"Quality (11), Value (21), Delivery (2), Content (1), Usability (25)","Electric tooth brushes are the way to go and no one does it better than Philips. The bristles aren't flat, but tapered which seems to give a better clean. No need to have a toothbrush charger! Instead all you need to do is replace two AA batteries.","Based on 39 verified reviews (avg rating 4.2/5, credibility 1.00): Electric tooth brushes are the way to go and no one does it better than Philips. The bristles aren't flat, but tapered which seems to give a better clean. No need to have a toothbrush charger! Instead all you need to do is replace two AA batteries."
B000HUNBXG,4.411764706,51,1,"Quality (11), Value (8), Delivery (2), Content (1), Usability (8)","Fab little fold away tray..   Happy   Rolls great. Money well spent! It folds!. Love these. Perfect for small station stylist Five Stars. This is great!!! Love it!!! Love that it can be folded and put away . For the money, the quality of this table is less than what.","Based on 51 verified reviews (avg rating 4.4/5, credibility 1.00): Fab little fold away tray..   Happy   Rolls great. Money well spent! It folds!. Love these. Perfect for small station stylist Five Stars. This is great!!! Love it!!! Love that it can be folded and put away . For the money, the quality of this table is less than what."
B000I1CFC2,4.44137931,145,1,"Quality (20), Value (35), Delivery (12), Content (1), Usability (44)","This mat is a good size for holding two pairs of wet adult boots (or three pairs of children's boots). The sides are not very high, less than one inch. This boot tray is a matte black color (not shiny). It is very lightweight, so it slides across.","Based on 145 verified reviews (avg rating 4.4/5, credibility 1.00): This mat is a good size for holding two pairs of wet adult boots (or three pairs of children's boots). The sides are not very high, less than one inch. This boot tray is a matte black color (not shiny). It is very lightweight, so it slides across."
B000K10V2Q,3.701754386,57,1,"Quality (7), Value (8), Delivery (2), Usability (35)","A little big, the key doesn't fit just right, but it doesn't seem to make a difference. It's a great idea for people with grip problems. Only fits on round standard sized house keys.","Based on 57 verified reviews (avg rating 3.7/5, credibility 1.00): A little big, the key doesn't fit just right, but it doesn't seem to make a difference. It's a great idea for people with grip problems. Only fits on round standard sized house keys."
B000KHTDM4,4.447368421,38,1,"Quality (1), Value (10), Delivery (2), Usability (9)","This product works! It keeps your makeup in place all day and minimizes transferring makeup fingerprints everywhere. It has an almost invisible tiny smell that isn't offensive at all. Just make sure you spray it 12"" to 16"" away from your face.","Based on 38 verified reviews (avg rating 4.4/5, credibility 1.00): This product works! It keeps your makeup in place all day and minimizes transferring makeup fingerprints everywhere. It has an almost invisible tiny smell that isn't offensive at all. Just make sure you spray it 12"" to 16"" away from your face."
B000KRL5VG,1.895522388,67,1,"Quality (3), Value (8), Delivery (2), Usability (17)","Flents Silicone Nose Pads is a decent value, does the job, not really substancial but you can't expect too much for the money. Only stay on the eyepieces for about 2 days. Hardly worth the trouble and expense.","Based on 67 verified reviews (avg rating 1.9/5, credibility 1.00): Flents Silicone Nose Pads is a decent value, does the job, not really substancial but you can't expect too much for the money. Only stay on the eyepieces for about 2 days. Hardly worth the trouble and expense."
B000LRL16E,4.592592593,27,1,"Quality (2), Value (6), Delivery (4), Usability (6)",Just like at the tanning salon.. Bought this to use at the health club where one can tan free of charge. Bought these for spat tans but they get wet and they fall apart. Good product if it was for tanning bed *which is terrible for you!,"Based on 27 verified reviews (avg rating 4.6/5, credibility 1.00): Just like at the tanning salon.. Bought this to use at the health club where one can tan free of charge. Bought these for spat tans but they get wet and they fall apart. Good product if it was for tanning bed *which is terrible for you!"
B000MT1GHA,4.438202247,267,1,"Quality (4), Value (26), Delivery (13), Content (1), Usability (42)","Jean Nate Body Scented Powder has been around since the '40's. Comes in a perfect container, with nice pouf, and is scented beautifully. If you have sensitive skin then you should look for an unscented powder.","Based on 267 verified reviews (avg rating 4.4/5, credibility 1.00): Jean Nate Body Scented Powder has been around since the '40's. Comes in a perfect container, with nice pouf, and is scented beautifully. If you have sensitive skin then you should look for an unscented powder."
B000MVVJMU,4.289473684,38,1,"Quality (6), Value (2), Delivery (2), Content (1), Usability (10)","You need very ""little"" and it surprising lasts a long time. Conditioner is very thick, hard to remove from bottle, but still a great product. Minus one star only because the conditioner doesn't work quite as well on longer hair.","Based on 38 verified reviews (avg rating 4.3/5, credibility 1.00): You need very ""little"" and it surprising lasts a long time. Conditioner is very thick, hard to remove from bottle, but still a great product. Minus one star only because the conditioner doesn't work quite as well on longer hair."
